ZIP,CITY,COUNTY,STATE
93927,Greenfield,Monterey,California
93268,Taft,Kern,California
91204,Glendale,Los Angeles,California
92082,Valley Center,San Diego,California
94949,Novato,Marin,California
91506,Burbank,Los Angeles,California
91723,Covina,Los Angeles,California
96161,Truckee,Nevada,California
95959,Nevada City,Nevada,California
93210,Coalinga,Fresno,California
92371,Phelan,San Bernardino,California
93247,Lindsay,Tulare,California
92270,Rancho Mirage,Riverside,California
91901,Alpine,San Diego,California
94595,Walnut Creek,Contra Costa,California
93015,Fillmore,Ventura,California
90265,Malibu,Los Angeles,California
95366,Ripon,San Joaquin,California
90502,Torrance,Los Angeles,California
95602,Auburn,Placer,California
95448,Healdsburg,Sonoma,California
91914,Chula Vista,San Diego,California
93111,Santa Barbara,Santa Barbara,California
94618,Oakland,Alameda,California
92587,Sun City,Riverside,California
92582,San Jacinto,Riverside,California
95816,Sacramento,Sacramento,California
93930,King City,Monterey,California
95334,Livingston,Merced,California
94702,Berkeley,Alameda,California
93110,Santa Barbara,Santa Barbara,California
90701,Artesia,Los Angeles,California
90245,El Segundo,Los Angeles,California
90670,Santa Fe Springs,Los Angeles,California
93013,Carpinteria,Santa Barbara,California
95673,Rio Linda,Sacramento,California
94301,Palo Alto,Santa Clara,California
93728,Fresno,Fresno,California
93402,Los Osos,San Luis Obispo,California
94556,Moraga,Contra Costa,California
93241,Lamont,Kern,California
94305,Stanford,Santa Clara,California
92610,Foothill Ranch,Orange,California
93631,Kingsburg,Fresno,California
92845,Garden Grove,Orange,California
95252,Valley Springs,Calaveras,California
96022,Cottonwood,Shasta,California
93250,Mc Farland,Kern,California
93648,Parlier,Fresno,California
92637,Laguna Hills,Orange,California
96021,Corning,Tehama,California
94960,San Anselmo,Marin,California
91208,Glendale,Los Angeles,California
94612,Oakland,Alameda,California
95422,Clearlake,Lake,California
90623,La Palma,Orange,California
92866,Orange,Orange,California
93950,Pacific Grove,Monterey,California
95963,Orland,Glenn,California
95203,Stockton,San Joaquin,California
91203,Glendale,Los Angeles,California
95066,Scotts Valley,Santa Cruz,California
92274,Thermal,Riverside,California
91436,Encino,Los Angeles,California
94507,Alamo,Contra Costa,California
90305,Inglewood,Los Angeles,California
94552,Castro Valley,Alameda,California
95437,Fort Bragg,Mendocino,California
95650,Loomis,Placer,California
90232,Culver City,Los Angeles,California
94502,Alameda,Alameda,California
94542,Hayward,Alameda,California
95130,San Jose,Santa Clara,California
94041,Mountain View,Santa Clara,California
95315,Delhi,Merced,California
95605,West Sacramento,Yolo,California
93543,Littlerock,Los Angeles,California
90716,Hawaiian Gardens,Los Angeles,California
95304,Tracy,San Joaquin,California
95540,Fortuna,Humboldt,California
94805,Richmond,Contra Costa,California
93514,Bishop,Inyo,California
94108,San Francisco,San Francisco,California
93221,Exeter,Tulare,California
95388,Winton,Merced,California
95368,Salida,Stanislaus,California
91377,Oak Park,Ventura,California
93505,California City,Kern,California
95817,Sacramento,Sacramento,California
94517,Clayton,Contra Costa,California
92408,San Bernardino,San Bernardino,California
92014,Del Mar,San Diego,California
93433,Grover Beach,San Luis Obispo,California
94705,Berkeley,Alameda,California
95030,Los Gatos,Santa Clara,California
91108,San Marino,Los Angeles,California
90212,Beverly Hills,Los Angeles,California
95360,Newman,Stanislaus,California
94904,Greenbrae,Marin,California
95490,Willits,Mendocino,California
93204,Avenal,Kings,California
93640,Mendota,Fresno,California
93923,Carmel,Monterey,California
95320,Escalon,San Joaquin,California
92075,Solana Beach,San Diego,California
94920,Belvedere Tiburon,Marin,California
90293,Playa Del Rey,Los Angeles,California
91105,Pasadena,Los Angeles,California
90013,Los Angeles,Los Angeles,California
92313,Grand Terrace,San Bernardino,California
95742,Rancho Cordova,Sacramento,California
94065,Redwood City,San Mateo,California
93908,Salinas,Monterey,California
92625,Corona Del Mar,Orange,California
95954,Magalia,Butte,California
90040,Los Angeles,Los Angeles,California
93301,Bakersfield,Kern,California
95832,Sacramento,Sacramento,California
93614,Coarsegold,Madera,California
94709,Berkeley,Alameda,California
95948,Gridley,Butte,California
95814,Sacramento,Sacramento,California
90402,Santa Monica,Los Angeles,California
94707,Berkeley,Alameda,California
95357,Modesto,Stanislaus,California
92055,Camp Pendleton,San Diego,California
93646,Orange Cove,Fresno,California
90248,Gardena,Los Angeles,California
95451,Kelseyville,Lake,California
95640,Ione,Amador,California
92007,Cardiff By The Sea,San Diego,California
93647,Orosi,Tulare,California
94965,Sausalito,Marin,California
94708,Berkeley,Alameda,California
92314,Big Bear City,San Bernardino,California
95453,Lakeport,Lake,California
91207,Glendale,Los Angeles,California
95073,Soquel,Santa Cruz,California
95425,Cloverdale,Sonoma,California
91024,Sierra Madre,Los Angeles,California
95953,Live Oak,Sutter,California
93442,Morro Bay,San Luis Obispo,California
94105,San Francisco,San Francisco,California
95338,Mariposa,Mariposa,California
95012,Castroville,Monterey,California
93109,Santa Barbara,Santa Barbara,California
93223,Farmersville,Tulare,California
91502,Burbank,Los Angeles,California
92567,Nuevo,Riverside,California
94571,Rio Vista,Solano,California
95386,Waterford,Stanislaus,California
91978,Spring Valley,San Diego,California
95694,Winters,Yolo,California
95064,Santa Cruz,Santa Cruz,California
95713,Colfax,Placer,California
93108,Santa Barbara,Santa Barbara,California
94572,Rodeo,Contra Costa,California
95322,Gustine,Merced,California
93622,Firebaugh,Fresno,California
93219,Earlimart,Tulare,California
96019,Shasta Lake,Shasta,California
93701,Fresno,Fresno,California
95326,Hughson,Stanislaus,California
95119,San Jose,Santa Clara,California
93286,Woodlake,Tulare,California
92310,Fort Irwin,San Bernardino,California
94925,Corte Madera,Marin,California
90094,Los Angeles,Los Angeles,California
92657,Newport Coast,Orange,California
92254,Mecca,Riverside,California
96097,Yreka,Siskiyou,California
95006,Boulder Creek,Santa Cruz,California
93546,Mammoth Lakes,Mono,California
95033,Los Gatos,Santa Clara,California
92252,Joshua Tree,San Bernardino,California
93465,Templeton,San Luis Obispo,California
93926,Gonzales,Monterey,California
92359,Mentone,San Bernardino,California
93644,Oakhurst,Madera,California
95946,Penn Valley,Nevada,California
94931,Cotati,Sonoma,California
93620,Dos Palos,Merced,California
95010,Capitola,Santa Cruz,California
94574,Saint Helena,Napa,California
92320,Calimesa,Riverside,California
94930,Fairfax,Marin,California
90014,Los Angeles,Los Angeles,California
92250,Holtville,Imperial,California
91020,Montrose,Los Angeles,California
91935,Jamul,San Diego,California
95065,Santa Cruz,Santa Cruz,California
95726,Pollock Pines,El Dorado,California
92655,Midway City,Orange,California
90077,Los Angeles,Los Angeles,California
95324,Hilmar,Merced,California
95988,Willows,Glenn,California
93449,Pismo Beach,San Luis Obispo,California
93625,Fowler,Fresno,California
90211,Beverly Hills,Los Angeles,California
92325,Crestline,San Bernardino,California
95327,Jamestown,Tuolumne,California
93463,Solvang,Santa Barbara,California
94710,Berkeley,Alameda,California
92249,Heber,Imperial,California
92548,Homeland,Riverside,California
92067,Rancho Santa Fe,San Diego,California
92241,Desert Hot Springs,Riverside,California
95005,Ben Lomond,Santa Cruz,California
93721,Fresno,Fresno,California
90056,Los Angeles,Los Angeles,California
93510,Acton,Los Angeles,California
95932,Colusa,Colusa,California
95220,Acampo,San Joaquin,California
92233,Calipatria,Imperial,California
94515,Calistoga,Napa,California
93434,Guadalupe,Santa Barbara,California
94027,Atherton,San Mateo,California
95019,Freedom,Santa Cruz,California
95139,San Jose,Santa Clara,California
93234,Huron,Fresno,California
93022,Oak View,Ventura,California
94028,Portola Valley,San Mateo,California
90401,Santa Monica,Los Angeles,California
93445,Oceano,San Luis Obispo,California
95642,Jackson,Amador,California
96067,Mount Shasta,Siskiyou,California
95693,Wilton,Sacramento,California
95316,Denair,Stanislaus,California
95631,Foresthill,Placer,California
95018,Felton,Santa Cruz,California
95658,Newcastle,Placer,California
93267,Strathmore,Tulare,California
92276,Thousand Palms,Riverside,California
94939,Larkspur,Marin,California
93591,Palmdale,Los Angeles,California
92342,Helendale,San Bernardino,California
96094,Weed,Siskiyou,California
92356,Lucerne Valley,San Bernardino,California
93924,Carmel Valley,Monterey,California
92624,Capistrano Beach,Orange,California
93615,Cutler,Tulare,California
93240,Lake Isabella,Kern,California
95683,Sloughhouse,Sacramento,California
95436,Forestville,Sonoma,California
93427,Buellton,Santa Barbara,California
92372,Pinon Hills,San Bernardino,California
95202,Stockton,San Joaquin,California
95626,Elverta,Sacramento,California
95987,Williams,Colusa,California
95971,Quincy,Plumas,California
95046,San Martin,Santa Clara,California
93428,Cambria,San Luis Obispo,California
92861,Villa Park,Orange,California
93656,Riverdale,Fresno,California
95619,Diamond Springs,El Dorado,California
90290,Topanga,Los Angeles,California
92352,Lake Arrowhead,San Bernardino,California
95470,Redwood Valley,Mendocino,California
95709,Camino,El Dorado,California
95249,San Andreas,Calaveras,California
93256,Pixley,Tulare,California
95912,Arbuckle,Colusa,California
93270,Terra Bella,Tulare,California
92363,Needles,San Bernardino,California
93460,Santa Ynez,Santa Barbara,California
95672,Rescue,El Dorado,California
96101,Alturas,Modoc,California
95692,Wheatland,Yuba,California
92315,Big Bear Lake,San Bernardino,California
93609,Caruthers,Fresno,California
95446,Guerneville,Sonoma,California
95231,French Camp,San Joaquin,California
95666,Pioneer,Amador,California
92003,Bonsall,San Diego,California
92590,Temecula,Riverside,California
92210,Indian Wells,Riverside,California
95722,Meadow Vista,Placer,California
95222,Angels Camp,Calaveras,California
92278,Twentynine Palms,San Bernardino,California
92823,Brea,Orange,California
96013,Burney,Shasta,California
93501,Mojave,Kern,California
93225,Frazier Park,Kern,California
95365,Planada,Merced,California
92121,San Diego,San Diego,California
93272,Tipton,Tulare,California
94005,Brisbane,San Mateo,California
96088,Shingletown,Shasta,California
95685,Sutter Creek,Amador,California
94951,Penngrove,Sonoma,California
92397,Wrightwood,San Bernardino,California
92539,Anza,Riverside,California
95228,Copperopolis,Calaveras,California
96064,Montague,Siskiyou,California
95328,Keyes,Stanislaus,California
93451,San Miguel,San Luis Obispo,California
92382,Running Springs,San Bernardino,California
95938,Durham,Butte,California
91906,Campo,San Diego,California
95614,Cool,El Dorado,California
95665,Pine Grove,Amador,California
93202,Armona,Kings,California
95004,Aromas,Monterey,California
95045,San Juan Bautista,San Benito,California
93235,Ivanhoe,Tulare,California
95236,Linden,San Joaquin,California
95633,Garden Valley,El Dorado,California
95655,Mather,Sacramento,California
94129,San Francisco,San Francisco,California
93660,San Joaquin,Fresno,California
93953,Pebble Beach,Monterey,California
95247,Murphys,Calaveras,California
91708,Chino,San Bernardino,California
95379,Tuolumne,Tuolumne,California
96073,Palo Cedro,Shasta,California
90704,Avalon,Los Angeles,California
94508,Angwin,Napa,California
93675,Squaw Valley,Fresno,California
96055,Los Molinos,Tehama,California
95053,Santa Clara,Santa Clara,California
94304,Palo Alto,Santa Clara,California
94535,Travis Afb,Solano,California
90010,Los Angeles,Los Angeles,California
95627,Esparto,Yolo,California
90089,Los Angeles,Los Angeles,California
95423,Clearlake Oaks,Lake,California
92140,San Diego,San Diego,California
95917,Biggs,Butte,California
95623,El Dorado,El Dorado,California
95237,Lockeford,San Joaquin,California
96035,Gerber,Tehama,California
94111,San Francisco,San Francisco,California
95383,Twain Harte,Tuolumne,California
95258,Woodbridge,San Joaquin,California
96143,Kings Beach,Placer,California
96093,Weaverville,Trinity,California
95634,Georgetown,El Dorado,California
93523,Edwards,Kern,California
95321,Groveland,Tuolumne,California
93602,Auberry,Fresno,California
93242,Laton,Fresno,California
95546,Hoopa,Humboldt,California
94038,Moss Beach,San Mateo,California
92661,Newport Beach,Orange,California
95562,Rio Dell,Humboldt,California
93437,Lompoc,Santa Barbara,California
93265,Springville,Tulare,California
93921,Carmel,Monterey,California
94525,Crockett,Contra Costa,California
96114,Janesville,Lassen,California
96122,Portola,Plumas,California
95982,Sutter,Sutter,California
91330,Northridge,Los Angeles,California
96137,Westwood,Lassen,California
95457,Lower Lake,Lake,California
93066,Somis,Ventura,California
95442,Glen Ellen,Sonoma,California
93650,Fresno,Fresno,California
94964,San Quentin,Marin,California
95684,Somerset,El Dorado,California
94599,Yountville,Napa,California
92256,Morongo Valley,San Bernardino,California
92536,Aguanga,Riverside,California
94130,San Francisco,San Francisco,California
95458,Lucerne,Lake,California
90021,Los Angeles,Los Angeles,California
96041,Hayfork,Trinity,California
95918,Browns Valley,Yuba,California
95536,Ferndale,Humboldt,California
93430,Cayucos,San Luis Obispo,California
94720,Berkeley,Alameda,California
93643,North Fork,Madera,California
92365,Newberry Springs,San Bernardino,California
90058,Los Angeles,Los Angeles,California
92230,Cabazon,Riverside,California
95951,Hamilton City,Glenn,California
93532,Lake Hughes,Los Angeles,California
95223,Arnold,Calaveras,California
